,mid,imdb_id,writer_ids,writer_names,writer_gender
541,m198,tt0253754,"['nm0734472', 'nm0517589', 'nm0075834', 'nm0000653']","['Gene Roddenberry', 'John Logan', 'Rick Berman', 'Brent Spiner']","M,M,M,M"
42,m199,tt0088172,"['nm0262595', 'nm0317279', 'nm0718466']","['Bruce A. Evans', 'Raynold Gideon', 'Dean Riesner']","M,M,M"
330,m200,tt0114558,"['nm0000116', 'nm0168379']","['James Cameron', 'Jay Cocks']","M,M"
435,m201,tt0324127,"['nm0672015', 'nm0712753']","['Zak Penn', 'Billy Ray']","M,M"
527,m202,tt0117802,['nm0269463'],['Jon Favreau'],M
475,m203,tt0068646,"['nm0701374', 'nm0000338']","['Mario Puzo', 'Francis Ford Coppola']","M,M"
144,m204,tt0134119,"['nm0383604', 'nm0005237']","['Patricia Highsmith', 'Anthony Minghella']","F,M"
93,m205,tt0075314,['nm0001707'],['Paul Schrader'],M
254,m206,tt0117500,"['nm0918711', 'nm0177018', 'nm0743119']","['David Weisberg', 'Douglas Cook', 'Mark Rosner']","M,M,M"
139,m207,tt0268995,['nm0007136'],['Michael Sloane'],M
457,m208,tt0056869,"['nm0238898', 'nm0402805']","['Daphne Du Maurier', 'Evan Hunter']","F,M"
166,m209,tt0037549,"['nm0829044', 'nm0531878', 'nm0507932']","['Robert Louis Stevenson', 'Philip MacDonald', 'Val Lewton']","M,M,M"
538,m210,tt0132910,"['nm0639335', 'nm0423715']","[""James O'Barr"", 'Chip Johannessen']","M,M"
92,m211,tt0043456,"['nm0636002', 'nm0060915']","['Edmund H. North', 'Harry Bates']","M,M"
60,m212,tt0093437,"['nm0278969', 'nm0421894', 'nm0090151']","['Jan Fischer', 'James Jeremias', 'Jeffrey Boam']","F,M,M"
492,m213,tt0084787,"['nm0484111', 'nm0132168']","['Bill Lancaster', 'John W. Campbell Jr.']","M,M"
45,m214,tt0268695,"['nm0920229', 'nm0241949', 'nm0517589']","['H.G. Wells', 'David Duncan', 'John Logan']","M,M,M"
109,m215,tt0366627,"['nm1789514', 'nm0733692', 'nm1127653']","['Tom Bleecker', 'Marc Rocco', 'Massy Tadjedin']","M,M,F"
21,m216,tt0103074,['nm0451884'],['Callie Khouri'],F
413,m217,tt0129387,"['nm0214036', 'nm0833828', 'nm0268380', 'nm0125803']","['Ed Decter', 'John J. Strauss', 'Peter Farrelly', 'Bobby Farrelly']","M,M,M,M"
553,m218,tt0146309,"['nm0783100', 'nm0561943', 'nm0954546']","['David Self', 'Ernest R. May', 'Philip D. Zelikow']","M,M,M"
189,m219,tt0105585,['nm0299301'],['John Fusco'],M
447,m220,tt0092099,"['nm0143596', 'nm0258390', 'nm1274594', 'nm0803730']","['Jim Cash', 'Jack Epps Jr.', 'Ehud Yonay', 'Warren Skaaren']","M,M,M,M"
408,m221,tt0100802,"['nm0001140', 'nm0795953', 'nm0639321', 'nm0693956', 'nm0325778']","['Philip K. Dick', 'Ronald Shusett', ""Dan O'Bannon"", 'Jon Povill', 'Gary Goldman']","M,M,M,M,M"
111,m222,tt0100814,"['nm0934093', 'nm0534681', 'nm0881038']","['S.S. Wilson', 'Brent Maddock', 'Ron Underwood']","M,M,M"
108,m223,tt0098524,['nm0834338'],['Wesley Strick'],M
13,m224,tt0105665,"['nm0000186', 'nm0257306', 'nm0004111']","['David Lynch', 'Robert Engels', 'Mark Frost']","M,M,M"
127,m225,tt0084855,"['nm0715312', 'nm0000519', 'nm0696319']","['Barry Reed', 'David Mamet', 'Jay Presson Allen']","M,M,M"
521,m226,tt0046534,"['nm0920229', 'nm0528530']","['H.G. Wells', 'Barré Lyndon']","M,M"
505,m227,tt0111686,['nm0000127'],['Wes Craven'],M
363,m228,tt0118158,"['nm0317335', 'nm0840307', 'nm0733149']","['Charles Gieg Jr.', 'Felix Sutton', 'Todd Robinson']","M,M,M"
394,m229,tt0100935,"['nm0317510', 'nm0000186']","['Barry Gifford', 'David Lynch']","M,M"
149,m230,tt0185014,"['nm0149290', 'nm0460141']","['Michael Chabon', 'Steve Kloves']","M,M"
524,m231,tt0361127,"['nm1350319', 'nm0975026']","['Steven Fechter', 'Nicole Kassell']","M,F,M"
382,m232,tt0096754,['nm0000116'],['James Cameron'],M
455,m233,tt0053619,"['nm0000774', 'nm0059026', 'nm0346096']","['Michelangelo Antonioni', 'Elio Bartolini', 'Tonino Guerra']","M,M,M"
530,m234,tt0088683,['nm0682196'],['John Pielmeier'],M
229,m235,tt0058182,['nm0654079'],['Alun Owen'],M
513,m236,tt0078748,"['nm0639321', 'nm0795953']","[""Dan O'Bannon"", 'Ronald Shusett']","M,M"
57,m238,tt0042192,"['nm0000581', 'nm0650581']","['Joseph L. Mankiewicz', 'Mary Orr']","M,F"
86,m239,tt0074119,"['nm0077012', 'nm0940124', 'nm0001279']","['Carl Bernstein', 'Bob Woodward', 'William Goldman']","M,M,M"
200,m240,tt0163651,['nm0381221'],['Adam Herz'],M
192,m241,tt0118604,"['nm0000484', 'nm0122899', 'nm0827868', 'nm0909026']","['John Landis', 'Tim Burns', 'Tom Stern', 'Anthony Waller']","M,M,M,M"
590,m242,tt0118617,"['nm0310319', 'nm0333949', 'nm0879318', 'nm0925276', 'nm0875740']","['Susan Gauthier', 'Bruce Graham', 'Bob Tzudiker', 'Noni White', 'Eric Tuchman']","F,M,M,F,M"
37,m243,tt0075686,"['nm0000095', 'nm0108613']","['Woody Allen', 'Marshall Brickman']","M,M"
170,m244,tt0254099,"['nm0000492', 'nm0001086']","['Jennifer Jason Leigh', 'Alan Cumming']","F,M"
498,m245,tt0120587,"['nm0017305', 'nm0919363', 'nm0919369']","['Todd Alcott', 'Chris Weitz', 'Paul Weitz']","M,M,M"
81,m246,tt0053604,"['nm0000697', 'nm0224634']","['Billy Wilder', 'I.A.L. Diamond']","M,M"
429,m247,tt0078788,"['nm0587518', 'nm0000338', 'nm0380282', 'nm0175676']","['John Milius', 'Francis Ford Coppola', 'Michael Herr', 'Joseph Conrad']","M,M,M,M"
223,m248,tt0106303,['nm0482780'],['Ross LaManna'],M
52,m249,tt0119822,"['nm0029125', 'nm0000985']","['Mark Andrus', 'James L. Brooks']","M,M"
184,m250,tt0112401,"['nm0905152', 'nm0905154', 'nm0001338']","['Lilly Wachowski', 'Lana Wachowski', 'Brian Helgeland']","F,F,M"
355,m251,tt0348505,"['nm0569862', 'nm0544999', 'nm1877239']","['Patrick McGrath', 'Patrick Marber', 'Chrysanthy Balis']","M,M,M"
515,m252,tt0281358,"['nm0817023', 'nm0418321']","['Nicholas Sparks', 'Karen Janszen']","M,F,M"
572,m253,tt0088763,"['nm0000709', 'nm0301826']","['Robert Zemeckis', 'Bob Gale']","M,M"
567,m254,tt0069762,['nm0000517'],['Terrence Malick'],M
579,m255,tt0086856,['nm0711996'],['Earl Mac Rauch'],M
204,m256,tt0101410,"['nm0001054', 'nm0001053']","['Joel Coen', 'Ethan Coen']","M,M"
154,m257,tt0103772,['nm0000390'],['Joe Eszterhas'],M
199,m258,tt0115632,"['nm0538107', 'nm0100765', 'nm0773603', 'nm1035537']","['Lech Majewski', 'John Bowe', 'Julian Schnabel', 'Michael Holman']","M,M,M,M"
337,m259,tt0103776,"['nm0004170', 'nm0914058', 'nm0358334']","['Bob Kane', 'Daniel Waters', 'Sam Hamm']","M,M,M"
487,m260,tt0041162,"['nm0004170', 'nm0687741', 'nm0688853', 'nm0170763']","['Bob Kane', 'George H. Plympton', 'Joseph F. Poland', 'Royal K. Cole']","M,M,M,M"
142,m261,tt0112462,"['nm0004170', 'nm0060761', 'nm0060760', 'nm0326040']","['Bob Kane', 'Lee Batchler', 'Janet Scott Batchler', 'Akiva Goldsman']","M,M,F,M"
323,m262,tt0096895,"['nm0004170', 'nm0358334', 'nm0803730']","['Bob Kane', 'Sam Hamm', 'Warren Skaaren']","M,M,M"
529,m263,tt0118689,"['nm0000100', 'nm0193485', 'nm0003741']","['Rowan Atkinson', 'Richard Curtis', 'Robin Driscoll']","M,M,M"
374,m264,tt0115641,"['nm0431918', 'nm0830294', 'nm1301264']","['Mike Judge', 'Joe Stillman', 'Brian Mulroney']","M,M,M"
23,m265,tt0094721,"['nm0568313', 'nm0933733', 'nm0803730']","['Michael McDowell', 'Larry Wilson', 'Warren Skaaren']","M,M,M"
100,m266,tt0078841,"['nm0467085', 'nm0002717']","['Jerzy Kosinski', 'Robert C. Jones']","M,M"
332,m267,tt0120601,['nm0442109'],['Charlie Kaufman'],M
399,m268,tt0120603,"['nm0607339', 'nm0124333', 'nm0481418', 'nm0111845']","['Toni Morrison', 'Akosua Busia', 'Richard LaGravenese', 'Adam Brooks']","F,F,M,M"
32,m269,tt0118715,"['nm0001053', 'nm0001054']","['Ethan Coen', 'Joel Coen']","M,M"
532,m271,tt0187738,"['nm0938379', 'nm0170160', 'nm0275286']","['Marv Wolfman', 'Gene Colan', 'David S. Goyer']","M,M,M"
34,m272,tt0120611,['nm0275286'],['David S. Goyer'],M
458,m273,tt0229260,"['nm0617130', 'nm0844896', 'nm0066243', 'nm0075666']","['Daniel Myrick', 'Eduardo Sánchez', 'Dick Beebe', 'Joe Berlinger']","M,M,M,M"
198,m274,tt0086979,"['nm0001054', 'nm0001053']","['Joel Coen', 'Ethan Coen']","M,M"
583,m275,tt0118745,['nm0833298'],['Keith W. Strandberg'],M
256,m276,tt0221027,"['nm0692051', 'nm0571346', 'nm0001024']","['Bruce Porter', 'David McKenna', 'Nick Cassavetes']","M,M,M"
535,m277,tt0058946,"['nm0758357', 'nm0690597']","['Franco Solinas', 'Gillo Pontecorvo']","M,M"
232,m278,tt0106453,['nm0592436'],['Brad Mirman'],M
40,m279,tt0112579,"['nm0481418', 'nm0909077']","['Richard LaGravenese', 'Robert James Waller']","M,M"
99,m280,tt0166110,"['nm0800048', 'nm0582481']","['Adam Simon', 'Tim Metcalfe']","M,M"
353,m281,tt0115736,"['nm0905152', 'nm0905154']","['Lilly Wachowski', 'Lana Wachowski']","F,F"
246,m282,tt0258463,"['nm0006904', 'nm0380819', 'nm0524924']","['Tony Gilroy', 'W. Blake Herron', 'Robert Ludlum']","M,M,M"
376,m283,tt0088846,"['nm0000416', 'nm0001779', 'nm0571650', 'nm0023395']","['Terry Gilliam', 'Tom Stoppard', 'Charles McKeown', 'Charles Alverson']","M,M,M,M"
38,m284,tt0163988,"['nm0175081', 'nm0001707']","['Joe Connelly', 'Paul Schrader']","M,M"
282,m285,tt0092699,['nm0000985'],['James L. Brooks'],M
484,m286,tt0052655,['nm0341458'],['Charles B. Griffith'],M
70,m287,tt0103893,['nm0923736'],['Joss Whedon'],M
210,m288,tt0094812,['nm0005421'],['Ron Shelton'],M
217,m289,tt0112641,"['nm0683380', 'nm0000217']","['Nicholas Pileggi', 'Martin Scorsese']","M,M"
134,m290,tt0327554,"['nm0004170', 'nm0714246', 'nm0104335', 'nm0274905', 'nm0736966']","['Bob Kane', 'Theresa Rebeck', 'John Brancato', 'Michael Ferris', 'John Rogers']","M,F,M,M,M"
488,m291,tt0337921,"['nm0169540', 'nm0604555']","['Larry Cohen', 'Chris Morgan']","M,M"
49,m292,tt0104036,['nm0001403'],['Neil Jordan'],M
121,m293,tt0056923,"['nm0832099', 'nm0066939']","['Peter Stone', 'Marc Behm']","M,M"
161,m294,tt0175526,['nm0783023'],['Ken Selden'],M
531,m295,tt0163579,"['nm0321178', 'nm0002461']","['Drew Gitlin', 'Mike Cheda']","M,M"
409,m296,tt0071315,"['nm0001801', 'nm0000591']","['Robert Towne', 'Roman Polanski']","M,M"
124,m297,tt0095765,"['nm0868153', 'nm0660031', 'nm0258268']","['Giuseppe Tornatore', 'Vanna Paoli', 'Richard Epcar']","M,F,M"
303,m298,tt0033467,"['nm0542534', 'nm0000080', 'nm0002144', 'nm0219670', 'nm0448809']","['Herman J. Mankiewicz', 'Orson Welles', 'John Houseman', 'Roger Q. Denny', 'Mollie Kent']","M,M,M,M,F"
26,m299,tt0109445,['nm0003620'],['Kevin Smith'],M
311,m300,tt0106582,"['nm0519026', 'nm0289833', 'nm0000230']","['John Long', 'Michael France', 'Sylvester Stallone']","M,M,M"
181,m301,tt0066921,"['nm0000040', 'nm0121256']","['Stanley Kubrick', 'Anthony Burgess']","M,M"
482,m302,tt0369339,['nm0064181'],['Stuart Beattie'],M
432,m303,tt0118883,['nm0001338'],['Brian Helgeland'],M
226,m304,tt0118884,"['nm0366337', 'nm0325533', 'nm0755981', 'nm0238668']","['James V. Hart', 'Michael Goldenberg', 'Carl Sagan', 'Ann Druyan']","M,M,M,F"
472,m305,tt0061512,"['nm0668914', 'nm0682757', 'nm0237543']","['Donn Pearce', 'Frank Pierson', 'Hal Dresner']","M,M,M"
283,m306,tt0112722,"['nm0081189', 'nm0535189']","['Ann Biderman', 'David Madsen']","F,M"
477,m307,tt0375679,"['nm0353673', 'nm0604263']","['Paul Haggis', 'Bobby Moresco']","M,M"
11,m308,tt0790706,['nm0460031'],['Dan Klores'],M
97,m309,tt0310924,['nm0592436'],['Brad Mirman'],M
348,m311,tt0109506,"['nm0639335', 'nm0775017', 'nm0794326']","[""James O'Barr"", 'David J. Schow', 'John Shirley']","M,M,M"
343,m312,tt0139134,"['nm0480166', 'nm0474955']","['Choderlos de Laclos', 'Roger Kumble']","M,M"
268,m313,tt0036733,['nm0090840'],['DeWitt Bodeen'],M
208,m314,tt0092809,"['nm0153883', 'nm0522454']","['David Chaskin', 'H.P. Lovecraft']","M,M"
518,m315,tt0118929,"['nm0001639', 'nm0229644', 'nm0275286']","['Alex Proyas', 'Lem Dobbs', 'David S. Goyer']","M,M,M"
264,m316,tt0106673,['nm0002657'],['Gary Ross'],M
442,m317,tt0088993,['nm0001681'],['George A. Romero'],M
481,m318,tt0097165,['nm0776114'],['Tom Schulman'],M
360,m319,tt0118956,['nm0814085'],['Stephen Sommers'],M
168,m320,tt0077416,"['nm0001047', 'nm0913346', 'nm0307311', 'nm0714793']","['Michael Cimino', 'Deric Washburn', 'Louis Garfinkle', 'Quinn K. Redeker']","M,M,M,M"
117,m322,tt0263265,"['nm0070948', 'nm0533831', 'nm0223320', 'nm0174374', 'nm0144007']","['Stephen Vincent Benet', 'Archibald Macleish', 'Peter Dexter', 'Bill Condon', 'Nancy Cassaro']","M,M,M,M,F"
47,m323,tt0095016,"['nm0861636', 'nm0835732', 'nm0211823']","['Roderick Thorp', 'Jeb Stuart', 'Steven E. de Souza']","M,M,M"
28,m324,tt0072890,"['nm0682757', 'nm0460190', 'nm0601944', 'nm0909063']","['Frank Pierson', 'P.F. Kluge', 'Thomas Moore', 'Leslie Waller']","M,M,M,M"
33,m325,tt0421054,"['nm0446819', 'nm0052964']","['Richard Kelly', 'Steve Barancik']","M,M"
315,m326,tt0097216,['nm0000490'],['Spike Lee'],M
522,m327,tt0329028,"['nm0268380', 'nm0947395', 'nm0125803', 'nm1227045', 'nm0003474']","['Peter Farrelly', 'Bennett Yellin', 'Bobby Farrelly', 'Robert Brener', 'Troy Miller']","M,M,M,M,M"
334,m328,tt0087182,"['nm0378541', 'nm0000186']","['Frank Herbert', 'David Lynch']","M,M"
240,m329,tt0109707,"['nm0340674', 'nm0018735', 'nm0438989']","['Rudolph Grey', 'Scott Alexander', 'Larry Karaszewski']","M,M,M"
158,m330,tt0131369,"['nm0309996', 'nm0098943', 'nm0304665', 'nm0541632']","['Émile Gaudreault', 'Sylvie Bouchard', 'Lowell Ganz', 'Babaloo Mandel']","M,F,M,M"
562,m331,tt0126886,"['nm0674909', 'nm0668247', 'nm0852591']","['Tom Perrotta', 'Alexander Payne', 'Jim Taylor']","M,M,M"
203,m332,tt0119488,"['nm0255278', 'nm0001338', 'nm0000436']","['James Ellroy', 'Brian Helgeland', 'Curtis Hanson']","M,M,M"
410,m333,tt0120660,['nm0545861'],['David Marconi'],M
221,m334,tt0116209,"['nm0648546', 'nm0005237']","['Michael Ondaatje', 'Anthony Minghella']","M,M"
548,m335,tt0137494,"['nm0060103', 'nm0381110', 'nm0115310']","['Ronald Bass', 'Michael Hertzberg', 'William Broyles Jr.']","M,M,M"
183,m336,tt0195685,['nm0335666'],['Susannah Grant'],F
140,m337,tt0080684,"['nm0102824', 'nm0001410', 'nm0000184']","['Leigh Brackett', 'Lawrence Kasdan', 'George Lucas']","F,M,M"
571,m339,tt0116225,"['nm0000118', 'nm0145309', 'nm0384185', 'nm0000621']","['John Carpenter', 'Nick Castle', 'Debra Hill', 'Kurt Russell']","M,M,F,M"
176,m340,tt0082348,"['nm0540627', 'nm0657853', 'nm0000958']","['Thomas Malory', 'Rospo Pallenberg', 'John Boorman']","M,M,M"
285,m341,tt0070047,['nm0087861'],['William Peter Blatty'],M
508,m342,tt0097322,['nm0460141'],['Steve Kloves'],M
391,m343,tt0119094,"['nm0108273', 'nm0171718']","['Mike Werb', 'Michael Colleary']","M,M"
318,m344,tt0218967,"['nm0224606', 'nm0919289']","['David Diamond', 'David Weissman']","M,M"
586,m345,tt0109770,"['nm0627537', 'nm1255914', 'nm0456158', 'nm0498278']","['Craig J. Nevius', 'Kevin Rock', 'Jack Kirby', 'Stan Lee']","M,M,M,M"
377,m346,tt0060397,"['nm0459067', 'nm0241949', 'nm0459216', 'nm0003198']","['Harry Kleiner', 'David Duncan', 'Otto Klement', 'Jerome Bixby']","M,M,M,M"
132,m347,tt0116282,"['nm0001053', 'nm0001054']","['Ethan Coen', 'Joel Coen']","M,M"
516,m348,tt0137523,"['nm0657333', 'nm0880243']","['Chuck Palahniuk', 'Jim Uhls']","M,M"
24,m349,tt0309593,"['nm0344259', 'nm0107774', 'nm0714695']","['J. Mackye Gruber', 'Eric Bress', 'Jeffrey Reddick']","M,M,M"
575,m350,tt0195714,"['nm0604688', 'nm0939128', 'nm0714695']","['Glen Morgan', 'James Wong', 'Jeffrey Reddick']","M,M,M"
105,m351,tt0089880,"['nm0606251', 'nm0418883', 'nm0000230', 'nm0000116']","['David Morrell', 'Kevin Jarre', 'Sylvester Stallone', 'James Cameron']","M,M,M,M"
336,m352,tt0101889,['nm0481418'],['Richard LaGravenese'],M
448,m353,tt0065724,"['nm0247628', 'nm0706182']","['Carole Eastman', 'Bob Rafelson']","F,M"
511,m354,tt0240507,['nm0813164'],['Peter Sollett'],M
385,m355,tt0089155,"['nm0567780', 'nm0000921', 'nm0004675']","['Gregory McDonald', 'Andrew Bergman', 'Phil Alden Robinson']","M,M,M"
152,m356,tt0098987,"['nm0914058', 'nm0135470', 'nm0036714', 'nm0918266']","['Daniel Waters', 'James Cappe', 'David Arnott', 'Rex Weiner']","M,M,M,M"
356,m357,tt0067116,"['nm0862781', 'nm0601811']","['Ernest Tidyman', 'Robin Moore']","M,M"
245,m358,tt0186151,['nm0256497'],['Toby Emmerich'],M
480,m359,tt0083972,"['nm0457725', 'nm0914536', 'nm0566699', 'nm0413826', 'nm0192446']","['Martin Kitrosser', 'Carol Watson', 'Victor Miller', 'Ron Kurz', 'Sean S. Cunningham']","M,F,M,M,M"
301,m360,tt0091080,"['nm0572951', 'nm0192446', 'nm0566699']","['Tom McLoughlin', 'Sean S. Cunningham', 'Victor Miller']","M,M,M"
68,m361,tt0107254,"['nm0401095', 'nm0546057', 'nm0520893']","['Jay Huguely', 'Adam Marcus', 'Dean Lorey']","M,M,M"
299,m362,tt0097388,"['nm0373154', 'nm0566699']","['Rob Hedden', 'Victor Miller']","M,M"
110,m363,tt0425055,['nm1680347'],['Don DeLillo'],M
155,m365,tt0119177,['nm0629272'],['Andrew Niccol'],M
428,m366,tt0068638,"['nm0001353', 'nm0860292']","['Walter Hill', 'Jim Thompson']","M,M"
113,m367,tt0208988,"['nm0507794', 'nm0571346']","['Ted Lewis', 'David McKenna']","M,M"
421,m368,tt0104348,['nm0000519'],['David Mamet'],M
308,m369,tt0071562,"['nm0000338', 'nm0701374']","['Francis Ford Coppola', 'Mario Puzo']","M,M"
157,m370,tt0120684,"['nm0104161', 'nm0174374']","['Christopher Bram', 'Bill Condon']","M,M"
247,m371,tt0187078,"['nm0355181', 'nm0003298']","['H.B. Halicki', 'Scott Rosenberg']","M,M"
201,m372,tt0099685,"['nm0683380', 'nm0000217']","['Nicholas Pileggi', 'Martin Scorsese']","M,M"
1,m373,tt0119217,"['nm0000354', 'nm0000255']","['Matt Damon', 'Ben Affleck']","M,M"
558,m374,tt0032551,"['nm0425913', 'nm0825705']","['Nunnally Johnson', 'John Steinbeck']","M,M"
379,m375,tt0119229,"['nm0417716', 'nm0222584', 'nm0684336', 'nm0000131']","['Tom Jankiewicz', 'D.V. DeVincentis', 'Steve Pink', 'John Cusack']","M,M,M,M"
543,m376,tt0119314,"['nm0263097', 'nm0744839', 'nm0481418']","['Nick Evans', 'Eric Roth', 'Richard LaGravenese']","M,M,M"
514,m377,tt0113243,['nm0604360'],['Rafael Moreu'],M
486,m378,tt0095271,"['nm0513772', 'nm0711910', 'nm0749318', 'nm0568416']","['Dhani Lipsius', 'Larry Rattner', 'Benjamin Ruffner', 'Alan B. McElroy']","F,M,M,M"
534,m379,tt0077651,"['nm0000118', 'nm0384185']","['John Carpenter', 'Debra Hill']","M,F,M"
84,m380,tt0091167,['nm0000095'],['Woody Allen'],M
326,m381,tt0212985,"['nm0365383', 'nm0000519', 'nm0001873']","['Thomas Harris', 'David Mamet', 'Steven Zaillian']","M,M,M"
474,m382,tt0210094,['nm0914058'],['Daniel Waters'],M
555,m383,tt0097493,['nm0914058'],['Daniel Waters'],M
279,m384,tt0110005,"['nm0909638', 'nm0001392']","['Fran Walsh', 'Peter Jackson']","F,M"
237,m385,tt0274546,"['nm0000850', 'nm0243463', 'nm0206609']","['Clive Barker', 'Carl V. Dupré', 'Tim Day']","M,M,M"
440,m386,tt0104412,"['nm0957205', 'nm0765091', 'nm0672459']","['Laura Ziskin', 'Alvin Sargent', 'David Webb Peoples']","F,M,M"
316,m387,tt0097503,['nm0229644'],['Lem Dobbs'],M
352,m388,tt0110027,"['nm0927074', 'nm0592436', 'nm0659949', 'nm0645017', 'nm0544528']","['Gregory Widen', 'Brad Mirman', 'William N. Panzer', 'Paul Ohl', 'René Manzor']","M,M,M,M,M"
573,m389,tt0340163,"['nm0186101', 'nm0724514']","['Robert Crais', 'Doug Richardson']","M,M"
160,m390,tt0395169,"['nm0669311', 'nm0313623']","['Keir Pearson', 'Terry George']","M,M"
288,m391,tt0185371,"['nm0925380', 'nm0066243']","['Robb White', 'Dick Beebe']","M,M"
162,m392,tt0116573,"['nm0615814', 'nm0110805']","['Victoria Muspratt', 'Brendan Broderick']","F,M"
257,m393,tt0104409,"['nm0040643', 'nm0709752', 'nm0000850']","['Peter Atkins', 'Tony Randel', 'Clive Barker']","M,M,M"
556,m394,tt0102070,"['nm0000246', 'nm0469234', 'nm0211823', 'nm0914058']","['Bruce Willis', 'Robert Kraft', 'Steven E. de Souza', 'Daniel Waters']","M,M,M,M"
275,m395,tt0110074,"['nm0001053', 'nm0001054', 'nm0000600']","['Ethan Coen', 'Joel Coen', 'Sam Raimi']","M,M,M"
284,m396,tt0036027,"['nm0802561', 'nm0942027', 'nm0908681', 'nm0111576']","['Curt Siodmak', 'Ardel Wray', 'Inez Wallace', 'Charlotte Brontë']","M,F,F,F"
319,m397,tt0119349,"['nm0600528', 'nm0770005']","['Rick Moody', 'James Schamus']","M,M"
545,m398,tt0278504,"['nm0782711', 'nm0296154', 'nm0804408']","['Hillary Seitz', 'Nikolaj Frobenius', 'Erik Skjoldbjærg']","F,M,M"
287,m399,tt0110148,['nm0723351'],['Anne Rice'],F
478,m400,tt0130018,"['nm0242028', 'nm0007029']","['Lois Duncan', 'Trey Callaway']","F,M"
147,m401,tt0037820,"['nm0942027', 'nm0507932', 'nm0592679']","['Ardel Wray', 'Val Lewton', 'Josef Mischel']","F,M,M"
